Airline|Date_of_Journey|Source|Destination|Route|Dep_Time|Arrival_Time|Duration|Total_Stops|Additional_Info|Price|Month|Date|Day_of_week
MULTIPLE CARRIERS|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|01:30|570|1 STOP|NO INFO|13727|5|15|2
JET AIRWAYS|2019-06-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|12:00|960|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9663|6|5|2
INDIGO|2019-12-05|CHENNAI|KOLKATA|MAA ? CCU|14|17:05|140|NON-STOP|NO INFO|3858|12|5|3
SPICEJET|2019-06-24|NEW DELHI|COCHIN|DEL ? PNQ ? COK|8|13:15|270|1 STOP|NO INFO|4812|6|24|0
INDIGO|2019-06-27|NEW DELHI|COCHIN|DEL ? LKO ? COK|21|03:35|345|1 STOP|NO INFO|5775|6|27|3
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|9|09:45|1450|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10539|6|6|3
INDIGO|2019-03-06|KOLKATA|BANGLORE|CCU ? BLR|15|18:05|155|NON-STOP|NO INFO|4804|3|6|2
AIR ASIA|2019-12-06|BANGLORE|NEW DELHI|BLR ? DEL|11|13:55|165|NON-STOP|NO INFO|3383|12|6|4
INDIGO|2019-03-03|BANGLORE|NEW DELHI|BLR ? HYD ? DEL|12|17:05|295|1 STOP|NO INFO|8738|3|3|6
AIR INDIA|2019-03-27|NEW DELHI|COCHIN|DEL ? TRV ? COK|5|06:50|1535|1 STOP|NO INFO|7165|3|27|2
INDIGO|2019-06-24|NEW DELHI|COCHIN|DEL ? HYD ? COK|16|22:30|380|1 STOP|NO INFO|6412|6|24|0
JET AIRWAYS|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|18|22:00|185|NON-STOP|NO INFO|8016|6|27|3
JET AIRWAYS|2019-12-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|20|15:15|1120|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|11087|12|3|1
SPICEJET|2019-06-27|CHENNAI|KOLKATA|MAA ? CCU|9|12:00|135|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3543|6|27|3
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|04:40|730|1 STOP|NO INFO|12471|12|6|4
JET AIRWAYS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|04:25|1165|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|24|0
AIR INDIA|2019-03-18|BANGLORE|NEW DELHI|BLR ? DEL|13|16:10|170|NON-STOP|NO INFO|4441|3|18|0
MULTIPLE CARRIERS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|15:30|505|1 STOP|NO INFO|12537|3|27|2
GOAIR|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|22|07:40|555|1 STOP|NO INFO|10091|3|24|6
AIR INDIA|2019-03-06|BANGLORE|NEW DELHI|BLR ? DEL|21|23:55|170|NON-STOP|NO INFO|6961|3|6|2
INDIGO|2019-04-24|NEW DELHI|COCHIN|DEL ? COK|5|08:50|195|NON-STOP|NO INFO|5013|4|24|2
AIR INDIA|2019-05-18|NEW DELHI|COCHIN|DEL ? COK|5|08:00|170|NON-STOP|NO INFO|6934|5|18|5
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|6|19:00|740|1 STOP|NO INFO|10877|3|6|2
JET AIRWAYS|2019-04-18|BANGLORE|NEW DELHI|BLR ? DEL|15|18:10|175|NON-STOP|NO INFO|7229|4|18|3
INDIGO|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|01:35|575|1 STOP|NO INFO|7048|3|27|2
VISTARA|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|17|19:35|155|NON-STOP|NO INFO|4878|6|27|3
JET AIRWAYS|2019-05-21|KOLKATA|BANGLORE|CCU ? BOM ? BLR|14|23:35|570|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|21|1
JET AIRWAYS|2019-05-18|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|23|04:25|1760|2 STOPS|NO INFO|15129|5|18|5
INDIGO|2019-12-05|BANGLORE|NEW DELHI|BLR ? DEL|0|03:25|175|NON-STOP|NO INFO|3943|12|5|3
SPICEJET|2019-06-06|NEW DELHI|COCHIN|DEL ? MAA ? COK|6|11:20|315|1 STOP|NO INFO|5583|6|6|3
MULTIPLE CARRIERS|2019-06-06|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|16:10|545|1 STOP|NO INFO|9646|6|6|3
MULTIPLE CARRIERS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:15|645|1 STOP|NO INFO|7677|3|6|2
INDIGO|2019-01-06|NEW DELHI|COCHIN|DEL ? BLR ? COK|5|10:05|295|1 STOP|NO INFO|6842|1|6|6
JET AIRWAYS|2019-06-24|MUMBAI|HYDERABAD|BOM ? HYD|8|10:15|90|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4995|6|24|0
VISTARA|2019-09-06|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|18:50|700|1 STOP|NO INFO|9555|9|6|4
INDIGO|2019-01-06|BANGLORE|NEW DELHI|BLR ? DEL|1|04:15|165|NON-STOP|NO INFO|4077|1|6|6
JET AIRWAYS|2019-12-05|BANGLORE|NEW DELHI|BLR ? DEL|15|18:10|175|NON-STOP|NO INFO|7229|12|5|3
MULTIPLE CARRIERS|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|19:00|600|1 STOP|NO INFO|12192|9|6|4
AIR INDIA|2019-12-04|BANGLORE|NEW DELHI|BLR ? DEL|10|12:45|165|NON-STOP|NO INFO|5911|12|4|2
AIR INDIA|2019-12-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|19:15|615|1 STOP|NO INFO|8372|12|6|4
JET AIRWAYS|2019-03-18|MUMBAI|HYDERABAD|BOM ? HYD|7|08:35|85|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4995|3|18|0
MULTIPLE CARRIERS|2019-09-05|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:15|555|1 STOP|NO INFO|14323|9|5|3
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|04:25|1375|2 STOPS|NO INFO|13014|9|6|4
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? CCU ? BOM ? COK|14|19:15|1730|2 STOPS|NO INFO|13591|6|6|3
JET AIRWAYS|2019-03-03|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|5|18:50|2245|2 STOPS|NO INFO|18799|3|3|6
INDIGO|2019-04-27|BANGLORE|NEW DELHI|BLR ? DEL|23|02:20|170|NON-STOP|NO INFO|3943|4|27|5
SPICEJET|2019-05-21|MUMBAI|HYDERABAD|BOM ? HYD|5|07:15|90|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|1965|5|21|1
JET AIRWAYS|2019-05-27|MUMBAI|HYDERABAD|BOM ? HYD|10|11:50|90|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4995|5|27|0
AIR INDIA|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|18:30|1540|1 STOP|NO INFO|14641|3|24|6
AIR INDIA|2019-12-04|KOLKATA|BANGLORE|CCU ? BLR|20|23:20|155|NON-STOP|NO INFO|4460|12|4|2
AIR INDIA|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|19:15|375|1 STOP|NO INFO|10191|5|18|5
JET AIRWAYS|2019-09-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|2|19:45|1050|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|13843|9|3|1
INDIGO|2019-01-05|NEW DELHI|COCHIN|DEL ? LKO ? COK|21|03:35|345|1 STOP|NO INFO|6349|1|5|5
AIR ASIA|2019-01-05|KOLKATA|BANGLORE|CCU ? BLR|10|12:55|155|NON-STOP|NO INFO|4409|1|5|5
JET AIRWAYS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|19:45|1530|1 STOP|NO INFO|17024|6|3|0
MULTIPLE CARRIERS|2019-05-18|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|21:00|835|1 STOP|NO INFO|13727|5|18|5
INDIGO|2019-03-15|BANGLORE|NEW DELHI|BLR ? DEL|18|21:20|175|NON-STOP|NO INFO|8855|3|15|4
MULTIPLE CARRIERS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|615|1 STOP|NO INFO|12524|6|24|0
JET AIRWAYS|2019-03-18|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|11|20:20|520|1 STOP|NO INFO|13555|3|18|0
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|12:00|330|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|6|6|3
MULTIPLE CARRIERS|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|21:00|720|1 STOP|NO INFO|13587|9|6|4
SPICEJET|2019-12-06|CHENNAI|KOLKATA|MAA ? CCU|9|12:00|135|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3543|12|6|4
VISTARA|2019-03-18|CHENNAI|KOLKATA|MAA ? CCU|7|09:20|135|NON-STOP|NO INFO|4842|3|18|0
INDIGO|2019-04-24|BANGLORE|NEW DELHI|BLR ? DEL|23|02:20|170|NON-STOP|NO INFO|3943|4|24|2
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|04:25|550|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10577|9|6|4
INDIGO|2019-05-15|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|21:00|625|1 STOP|NO INFO|6979|5|15|2
VISTARA|2019-06-27|CHENNAI|KOLKATA|MAA ? CCU|17|20:05|140|NON-STOP|NO INFO|11982|6|27|3
SPICEJET|2019-06-06|NEW DELHI|COCHIN|DEL ? PNQ ? COK|8|13:15|270|1 STOP|NO INFO|5264|6|6|3
VISTARA|2019-03-03|NEW DELHI|COCHIN|DEL ? COK|6|09:10|190|NON-STOP|NO INFO|8001|3|3|6
AIR INDIA|2019-01-06|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|19|19:15|1410|2 STOPS|NO INFO|10651|1|6|6
JET AIRWAYS|2019-05-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|19:50|1640|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|24|4
MULTIPLE CARRIERS|2019-03-27|NEW DELHI|COCHIN|DEL ? HYD ? COK|9|22:20|755|1 STOP|NO INFO|6601|3|27|2
AIR INDIA|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|19:15|1455|1 STOP|NO INFO|6587|3|21|3
SPICEJET|2019-03-21|MUMBAI|HYDERABAD|BOM ? HYD|13|14:30|80|NON-STOP|NO INFO|3173|3|21|3
AIR INDIA|2019-09-05|BANGLORE|NEW DELHI|BLR ? DEL|10|12:45|165|NON-STOP|NO INFO|5228|9|5|3
JET AIRWAYS|2019-06-21|BANGLORE|NEW DELHI|BLR ? DEL|7|10:10|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|5769|6|21|4
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|19:00|660|1 STOP|NO INFO|14714|6|6|3
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|19:00|810|2 STOPS|NO INFO|13014|3|6|2
INDIGO|2019-03-06|BANGLORE|NEW DELHI|BLR ? DEL|22|01:00|170|NON-STOP|NO INFO|3359|3|6|2
GOAIR|2019-03-03|BANGLORE|NEW DELHI|BLR ? DEL|20|23:50|175|NON-STOP|NO INFO|6722|3|3|6
INDIGO|2019-03-18|KOLKATA|BANGLORE|CCU ? BLR|9|12:20|165|NON-STOP|NO INFO|4462|3|18|0
INDIGO|2019-09-03|NEW DELHI|COCHIN|DEL ? HYD ? COK|4|16:10|675|1 STOP|NO INFO|6171|9|3|1
AIR INDIA|2019-05-21|KOLKATA|BANGLORE|CCU ? IXR ? DEL ? BLR|5|20:25|875|2 STOPS|NO INFO|12303|5|21|1
MULTIPLE CARRIERS|2019-03-21|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|01:35|835|1 STOP|NO INFO|7695|3|21|3
INDIGO|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|01:30|845|1 STOP|NO INFO|5684|6|24|0
AIR INDIA|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|07:55|905|1 STOP|NO INFO|8366|12|6|4
AIR INDIA|2019-01-03|CHENNAI|KOLKATA|MAA ? CCU|11|13:55|135|NON-STOP|NO INFO|19630|1|3|3
JET AIRWAYS|2019-06-03|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|14|05:05|900|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|13502|6|3|0
JET AIRWAYS|2019-01-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|21|10:05|775|1 STOP|NO INFO|14781|1|5|5
MULTIPLE CARRIERS|2019-12-06|NEW DELHI|COCHIN|DEL ? HYD ? COK|7|16:10|540|1 STOP|NO INFO|6513|12|6|4
AIR INDIA|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:15|735|1 STOP|NO INFO|9929|1|6|6
MULTIPLE CARRIERS|2019-06-06|NEW DELHI|COCHIN|DEL ? IXU ? BOM ? COK|17|01:30|460|2 STOPS|NO INFO|18275|6|6|3
AIR INDIA|2019-09-04|NEW DELHI|COCHIN|DEL ? MAA ? COK|6|09:25|1640|1 STOP|NO INFO|4487|9|4|2
INDIGO|2019-03-15|MUMBAI|HYDERABAD|BOM ? HYD|21|22:45|85|NON-STOP|NO INFO|2754|3|15|4
AIR INDIA|2019-03-27|MUMBAI|HYDERABAD|BOM ? HYD|6|07:40|80|NON-STOP|NO INFO|2575|3|27|2
SPICEJET|2019-12-06|KOLKATA|BANGLORE|CCU ? IXB ? BLR|15|21:25|330|1 STOP|NO INFO|8224|12|6|4
AIR INDIA|2019-09-03|NEW DELHI|COCHIN|DEL ? BLR ? COK|20|08:15|705|1 STOP|NO INFO|8991|9|3|1
INDIGO|2019-06-24|NEW DELHI|COCHIN|DEL ? COK|5|08:50|195|NON-STOP|NO INFO|5000|6|24|0
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|19:50|1495|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|8529|12|6|4
AIR INDIA|2019-03-03|NEW DELHI|COCHIN|DEL ? MAA ? COK|6|09:25|1640|1 STOP|NO INFO|14042|3|3|6
JET AIRWAYS|2019-05-24|BANGLORE|NEW DELHI|BLR ? DEL|11|14:05|175|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4030|5|24|4
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|18|12:00|1025|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|6|6|3
INDIGO|2019-06-05|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|6|5|2
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|01:30|480|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7308|5|27|0
INDIGO|2019-12-05|BANGLORE|NEW DELHI|BLR ? DEL|16|19:55|180|NON-STOP|NO INFO|4823|12|5|3
JET AIRWAYS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|12:35|1655|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|24|0
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|20|04:25|450|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12898|5|27|0
AIR INDIA|2019-12-03|BANGLORE|NEW DELHI|BLR ? BOM ? JDH ? DEL|17|16:20|1375|2 STOPS|NO INFO|12778|12|3|1
INDIGO|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|4|13:20|515|1 STOP|NO INFO|14871|3|3|6
AIR INDIA|2019-03-21|NEW DELHI|COCHIN|DEL ? UDR ? BOM ? COK|13|19:15|1795|2 STOPS|NO INFO|8708|3|21|3
JET AIRWAYS|2019-06-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|18:15|1335|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|6|6|3
SPICEJET|2019-06-03|MUMBAI|HYDERABAD|BOM ? HYD|5|07:05|80|NON-STOP|NO INFO|4129|6|3|0
INDIGO|2019-05-18|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|5|18|5
JET AIRWAYS|2019-06-05|BANGLORE|NEW DELHI|BLR ? DEL|8|11:20|180|NON-STOP|NO INFO|7229|6|5|2
JET AIRWAYS|2019-03-21|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|7|19:10|730|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|7832|3|21|3
SPICEJET|2019-03-18|CHENNAI|KOLKATA|MAA ? CCU|9|12:05|155|NON-STOP|NO INFO|3859|3|18|0
MULTIPLE CARRIERS|2019-06-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:15|705|1 STOP|NO INFO|9001|6|6|3
VISTARA|2019-09-05|BANGLORE|NEW DELHI|BLR ? DEL|17|19:35|155|NON-STOP|NO INFO|4878|9|5|3
INDIGO|2019-03-05|MUMBAI|HYDERABAD|BOM ? HYD|2|04:05|90|NON-STOP|NO INFO|2754|3|5|1
VISTARA|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|7|09:40|160|NON-STOP|NO INFO|4668|6|27|3
AIR ASIA|2019-12-05|KOLKATA|BANGLORE|CCU ? BLR|10|12:55|155|NON-STOP|NO INFO|5216|12|5|3
JET AIRWAYS|2019-06-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|5|04:25|1375|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|10368|6|6|3
INDIGO|2019-09-03|NEW DELHI|COCHIN|DEL ? HYD ? MAA ? COK|6|21:20|880|2 STOPS|NO INFO|8146|9|3|1
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|13|04:25|925|1 STOP|NO INFO|12242|3|27|2
JET AIRWAYS|2019-03-15|BANGLORE|NEW DELHI|BLR ? BOM ? DEL|8|15:15|435|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9134|3|15|4
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? HYD ? MAA ? COK|13|09:25|1210|2 STOPS|NO INFO|10939|6|6|3
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? GOI ? BOM ? COK|10|07:40|1245|2 STOPS|NO INFO|11753|6|6|3
SPICEJET|2019-04-24|KOLKATA|BANGLORE|CCU ? BLR|17|19:40|150|NON-STOP|NO INFO|4174|4|24|2
JET AIRWAYS|2019-05-21|KOLKATA|BANGLORE|CCU ? BOM ? BLR|20|19:50|1430|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10844|5|21|1
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|16|19:00|1620|1 STOP|NO INFO|14714|3|6|2
JET AIRWAYS|2019-12-06|KOLKATA|BANGLORE|CCU ? BOM ? BLR|6|12:00|330|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|9899|12|6|4
INDIGO|2019-03-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|9|21:00|710|1 STOP|NO INFO|14871|3|3|6
INDIGO|2019-06-03|CHENNAI|KOLKATA|MAA ? CCU|13|15:35|135|NON-STOP|NO INFO|7295|6|3|0
AIR INDIA|2019-06-06|NEW DELHI|COCHIN|DEL ? JAI ? BOM ? COK|18|19:15|1470|2 STOPS|NO INFO|13465|6|6|3
SPICEJET|2019-05-21|CHENNAI|KOLKATA|MAA ? CCU|17|20:05|140|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3543|5|21|1
MULTIPLE CARRIERS|2019-06-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|19|01:30|390|1 STOP|NO INFO|7198|6|27|3
JET AIRWAYS|2019-01-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|8|04:25|1225|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|1|6|6
INDIGO|2019-03-15|KOLKATA|BANGLORE|CCU ? BLR|15|17:55|155|NON-STOP|NO INFO|4148|3|15|4
JET AIRWAYS|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|15|18:10|175|NON-STOP|NO INFO|8016|6|27|3
JET AIRWAYS|2019-09-06|NEW DELHI|COCHIN|DEL ? BOM ? COK|22|04:25|335|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|9|6|4
SPICEJET|2019-06-15|KOLKATA|BANGLORE|CCU ? BLR|14|17:25|150|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|3841|6|15|5
JET AIRWAYS|2019-12-03|BANGLORE|NEW DELHI|BLR ? MAA ? DEL|9|00:30|885|1 STOP|NO INFO|11507|12|3|1
JET AIRWAYS|2019-01-05|KOLKATA|BANGLORE|CCU ? BOM ? BLR|8|20:45|740|1 STOP|NO INFO|14781|1|5|5
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|19:00|1530|1 STOP|NO INFO|16079|5|27|0
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|22|04:25|335|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|12898|5|27|0
MULTIPLE CARRIERS|2019-06-03|NEW DELHI|COCHIN|DEL ? BOM ? COK|7|19:15|705|1 STOP|NO INFO|15353|6|3|0
INDIGO|2019-03-24|BANGLORE|NEW DELHI|BLR ? DEL|18|21:20|175|NON-STOP|NO INFO|7303|3|24|6
SPICEJET|2019-03-24|KOLKATA|BANGLORE|CCU ? MAA ? BLR|15|20:45|340|1 STOP|NO INFO|6197|3|24|6
AIR INDIA|2019-09-06|KOLKATA|BANGLORE|CCU ? BBI ? BLR|9|13:15|245|1 STOP|NO INFO|8996|9|6|4
INDIGO|2019-03-21|NEW DELHI|COCHIN|DEL ? HYD ? COK|14|22:20|480|1 STOP|NO INFO|6528|3|21|3
GOAIR|2019-09-04|BANGLORE|NEW DELHI|BLR ? DEL|20|23:40|165|NON-STOP|NO INFO|4239|9|4|2
INDIGO|2019-12-03|KOLKATA|BANGLORE|CCU ? BLR|20|23:05|160|NON-STOP|NO INFO|4148|12|3|1
SPICEJET|2019-05-24|BANGLORE|NEW DELHI|BLR ? DEL|21|00:05|175|NON-STOP|NO INFO|3971|5|24|4
AIR ASIA|2019-06-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|7|23:30|955|1 STOP|NO INFO|5192|6|5|2
JET AIRWAYS|2019-09-04|NEW DELHI|COCHIN|DEL ? AMD ? BOM ? COK|13|12:35|1390|2 STOPS|NO INFO|9483|9|4|2
JET AIRWAYS|2019-03-06|NEW DELHI|COCHIN|DEL ? JDH ? BOM ? COK|11|19:00|440|2 STOPS|NO INFO|18804|3|6|2
AIR INDIA|2019-06-18|NEW DELHI|COCHIN|DEL ? COK|5|08:00|170|NON-STOP|NO INFO|5201|6|18|1
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|11|19:00|450|1 STOP|NO INFO|16079|5|27|0
JET AIRWAYS|2019-06-15|BANGLORE|NEW DELHI|BLR ? DEL|19|22:50|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|7229|6|15|5
MULTIPLE CARRIERS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|17|01:30|465|1 STOP|NO INFO|6795|5|27|0
JET AIRWAYS|2019-09-05|KOLKATA|BANGLORE|CCU ? DEL ? BLR|9|10:55|1520|1 STOP|NO INFO|10953|9|5|3
MULTIPLE CARRIERS|2019-06-24|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|15|01:30|625|2 STOPS|NO INFO|15965|6|24|0
AIR INDIA|2019-09-04|NEW DELHI|COCHIN|DEL ? JDH ? BOM ? COK|12|19:15|1820|2 STOPS|NO INFO|9968|9|4|2
INDIGO|2019-06-06|KOLKATA|BANGLORE|CCU ? BLR|22|00:50|155|NON-STOP|NO INFO|4804|6|6|3
JET AIRWAYS|2019-05-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|10|19:00|540|1 STOP|NO INFO|16079|5|27|0
JET AIRWAYS|2019-12-06|NEW DELHI|COCHIN|DEL ? IDR ? BOM ? COK|21|12:35|910|2 STOPS|IN-FLIGHT MEAL NOT INCLUDED|11507|12|6|4
AIR INDIA|2019-09-06|KOLKATA|BANGLORE|CCU ? BOM ? COK ? BLR|9|13:45|1700|2 STOPS|NO INFO|11542|9|6|4
JET AIRWAYS|2019-04-24|BANGLORE|NEW DELHI|BLR ? DEL|17|20:45|180|NON-STOP|NO INFO|7229|4|24|2
JET AIRWAYS|2019-04-27|BANGLORE|NEW DELHI|BLR ? DEL|6|08:45|165|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|4544|4|27|5
INDIGO|2019-05-15|NEW DELHI|COCHIN|DEL ? BLR ? COK|5|10:05|295|1 STOP|NO INFO|6496|5|15|2
INDIGO|2019-06-15|KOLKATA|BANGLORE|CCU ? BLR|21|00:05|160|NON-STOP|NO INFO|4804|6|15|5
AIR INDIA|2019-01-03|BANGLORE|NEW DELHI|BLR ? CCU ? DEL|11|09:15|1330|1 STOP|NO INFO|13439|1|3|3
JET AIRWAYS|2019-03-27|NEW DELHI|COCHIN|DEL ? BOM ? COK|18|04:25|610|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|6540|3|27|2
INDIGO|2019-01-06|BANGLORE|NEW DELHI|BLR ? DEL|23|02:20|170|NON-STOP|NO INFO|4591|1|6|6
INDIGO|2019-03-18|BANGLORE|NEW DELHI|BLR ? HYD ? DEL|16|20:35|260|1 STOP|NO INFO|4437|3|18|0
AIR ASIA|2019-03-21|NEW DELHI|COCHIN|DEL ? BLR ? COK|20|07:10|660|1 STOP|NO INFO|6151|3|21|3
JET AIRWAYS|2019-06-21|BANGLORE|NEW DELHI|BLR ? DEL|17|20:45|180|NON-STOP|IN-FLIGHT MEAL NOT INCLUDED|7754|6|21|4
JET AIRWAYS|2019-06-24|NEW DELHI|COCHIN|DEL ? BOM ? COK|14|12:35|1355|1 STOP|IN-FLIGHT MEAL NOT INCLUDED|10262|6|24|0
JET AIRWAYS|2019-09-06|BANGLORE|NEW DELHI|BLR ? DEL|18|22:00|185|NON-STOP|NO INFO|8016|9|6|4
SPICEJET|2019-03-24|KOLKATA|BANGLORE|CCU ? BLR|6|09:35|160|NON-STOP|NO CHECK-IN BAGGAGE INCLUDED|4781|3|24|6
VISTARA|2019-06-27|BANGLORE|NEW DELHI|BLR ? DEL|11|14:20|170|NON-STOP|NO INFO|4668|6|27|3
AIR INDIA|2019-06-03|BANGLORE|NEW DELHI|BLR ? MAA ? DEL|11|08:55|1265|1 STOP|NO INFO|14594|6|3|0
JET AIRWAYS|2019-03-24|KOLKATA|BANGLORE|CCU ? BOM ? BLR|16|04:45|710|1 STOP|NO INFO|14231|3|24|6
AIR INDIA|2019-05-15|NEW DELHI|COCHIN|DEL ? TRV ? COK|5|06:50|1535|1 STOP|NO INFO|8425|5|15|2
